gene_id,logFC,AveExpr,t,P.Value,adj.P.Val,B,gene_symbol,entrez
ENSG00000223960.10,-0.9124983912459372,4.165498052840723,-3.8337251826319423,2.3814391253853938e-4,0.11030758488156428,0.36264519690683095,CHROMR,101927027
ENSG00000126822.18,1.1576355904125948,3.915880303808135,3.8418888770026074,2.4401157358316106e-4,0.11030758488156428,0.3552937773209832,PLEKHG3,26030
ENSG00000146757.14,-0.8062438952294011,5.209992192004594,-3.7843820273290687,2.8302948181540394e-4,0.12429037530007882,0.049488111374426325,ZNF92,168374
ENSG00000090097.22,-0.8118012519374167,4.399324414016508,-3.772465409466304,2.9435015938965596e-4,0.12567116527275035,0.15563099705746009,PCBP4,57060
ENSG00000145284.12,-2.4970913308319833,1.7059261431784658,-3.7622677339018917,3.0485625855238734e-4,0.12617477524357798,-0.10992342628081886,SCD5,79966
ENSG00000122694.16,-0.7179200700900621,6.218538262891994,-3.755571701210007,3.1194804549485776e-4,0.12617477524357798,-0.08083931367912633,GLIPR2,152007
ENSG00000113658.18,-0.9730170553306978,4.421763724427168,-3.743160436494078,3.2551032476635253e-4,0.1282844536322779,0.08779205270068946,SMAD5,4090
ENSG00000163053.11,-2.608935615593712,0.8680994389360116,-3.71556431221075,3.5770490197026457e-4,0.13523153126541554,-0.5400146796937193,SLC16A14,151473
ENSG00000143126.8,-2.0674544548230522,1.5313397770607777,-3.713090231171625,3.6073472881470637e-4,0.13523153126541554,-0.16884748995456622,CELSR2,1952
ENSG00000158623.14,-2.2700789219479414,1.937548050288958,-3.7055979321530024,3.7005959007532676e-4,0.13542418808232792,-0.2535650822911357,COPG2,26958
ENSG00000108961.14,-0.5743807880212142,7.002481764502605,-3.681566723130375,4.0153973713148093e-4,0.14352711069095028,-0.4462061276241762,RANGRF,29098
ENSG00000162591.17,-2.532890466498611,0.80621209785389,-3.6744176294988313,4.1138555095693205e-4,0.1437044526865465,-0.6994693832106176,MEGF6,1953
ENSG00000181381.15,0.8593859329211595,4.627383160523127,3.6623363782708624,4.285472708664924e-4,0.14637270118262197,-0.20648037029544586,DDX60L,91351
ENSG00000186918.14,-0.8037654824974121,6.9320726898340785,-3.7311292897722352,4.467304428122306e-4,0.1466597182995487,-0.47208655991087056,ZNF395,55893
ENSG00000101194.18,-1.0741131556224781,3.667214240926228,-3.6488739052953165,4.484714873180735e-4,0.1466597182995487,-0.13984518227808174,SLC17A9,63910
ENSG00000197070.14,-0.8636603921061625,4.161952689942635,-3.639365127024323,4.630708886761886e-4,0.1482791574781879,-0.22111926660530656,ARRDC1,92714
ENSG00000117519.16,-1.7460427109460073,2.722328910588491,-3.6302608946945694,4.774709761833499e-4,0.14976997763138955,-0.23007145481098945,CNN3,1266
ENSG00000106484.16,-1.9271287908557038,2.4688289842957127,-3.5971818083151343,5.334496771840461e-4,0.16398243076637575,-0.40309200140979495,MEST,4232
ENSG00000264031.1,-4.142959134764711,-0.6058341076146538,-3.5605179827849764,6.798354737665395e-4,0.20286187115098003,-1.4231861805706298,NA,NA
ENSG00000039068.20,-2.4530786963976308,0.5751721939517052,-3.521271770140267,6.863251333670111e-4,0.20286187115098003,-0.7728149524358372,CDH1,999
ENSG00000168116.15,-0.8924711819932805,4.505051637408824,-3.474542265608423,8.00132603201767e-4,0.22733370755320295,-0.744691075598892,KIAA1586,57691
ENSG00000181513.15,-1.6480897268595183,2.027867367417338,-3.4728144790648834,8.046643950618225e-4,0.22733370755320295,-0.7044502568946216,ACBD4,79777
ENSG00000082068.9,0.7626213058984748,4.628566660412163,3.469475530326826,8.134908207824439e-4,0.22733370755320295,-0.7806358343533422,WDR70,55100
ENSG00000203362.2,-3.216961259682365,-0.5622075189459671,-3.3962688976443633,0.0010315677659963292,0.28312851006006395,-1.544704161194682,NA,NA
ENSG00000104219.13,-0.8779060268845535,4.426006195476219,-3.3802144110590855,0.001086248494150574,0.292905953598146,-1.0308204886120222,ZDHHC2,51201
ENSG00000166326.7,-0.6684742890205442,5.629938802982958,-3.365851161784489,0.0011374692460228229,0.30142935019604805,-1.2090053244899366,TRIM44,54765
ENSG00000085063.18,-0.5236234436595462,6.425229803354322,-3.3454897938706925,0.00121398257374689,0.314259263253504,-1.3894744661239669,CD59,966
ENSG00000290720.1,-2.3412906392538524,1.6634069560886953,-3.3422033537511777,0.0012267765644248692,0.314259263253504,-1.3882364996383743,ZNF542P,147947
ENSG00000226842.1,3.1920292792607916,-0.21565139859419816,3.329329184027523,0.001278125361464568,0.31703925079200557,-1.8548955507189815,NA,NA
ENSG00000144451.20,-0.6604868949876144,5.732342558150814,-3.329142860882033,0.001278883119655455,0.31703925079200557,-1.3471634773240702,SPAG16,79582
ENSG00000104408.11,-0.4176101801794587,9.444022832165752,-3.31718215983922,0.001328418415733808,0.3240919214258513,-1.7577698221340787,EIF3E,3646
ENSG00000274396.1,2.625010381322628,0.7570820449283052,3.3087011722059922,0.001364627540807523,0.32444999593517637,-1.542704466974437,NA,NA
ENSG00000073060.17,-1.8155596485487038,1.357715862403183,-3.306976182584199,0.0013721047323218259,0.32444999593517637,-1.1823040879512794,SCARB1,949
ENSG00000167969.13,-0.6713733150290775,4.84749682313917,-3.2970712544345213,0.0014157882703688947,0.3262225441817227,-1.3446860530956926,ECI1,1632
ENSG00000290048.2,-1.0719323413690862,2.7774718124343685,-3.2956749757127803,0.0014220501275325583,0.3262225441817227,-1.1289324588494623,NA,NA
ENSG00000101460.13,2.9832720875304792,0.09134190215276398,3.281894950451505,0.0014852574876125008,0.33521859371361495,-1.8010237242194571,MAP1LC3A,84557
ENSG00000114942.15,-0.4118853079624323,10.842664938337496,-3.2815253655148804,0.001504885033587471,0.33521859371361495,-1.9475303536340434,EEF1B2,1933
ENSG00000164414.19,-0.7218473913500896,4.763122975990406,-3.2406648636195805,0.0016904567403737375,0.3678409026952607,-1.4901463753279005,SLC35A1,10559
ENSG00000139597.18,-0.5605506958314397,5.576231383192485,-3.239014208679401,0.0016992000059442753,0.3678409026952607,-1.6255785186305536,N4BP2L1,90634
ENSG00000176014.13,1.1410031603846722,3.294069335818182,3.2319876121856064,0.0017368943405396075,0.3707786946401912,-1.2934138231151309,TUBB6,84617
ENSG00000266088.7,0.7369323187660424,5.7637601672310526,3.2434881265108695,0.0018342233420936608,0.3861919557257475,-1.688220971832659,NA,NA
ENSG00000103202.13,-1.1584508182302016,3.167406127855665,-3.204940188509467,0.0018894125956749929,0.39110647454339953,-1.3743889515750114,NME4,4833
ENSG00000101347.11,0.6161471688352274,7.992336285078165,3.254430289916894,0.0019084570976418325,0.39110647454339953,-1.9274225013543909,SAMHD1,25939
ENSG00000205572.11,-7.680874585115701,-1.6912651994946157,-3.287945190021672,0.0019348324398892555,0.39129440264602444,-2.3392580225047572,SERF1A,8293
ENSG00000089157.16,-0.3994217935717064,12.119901790719867,-3.205796535465082,0.0020104703575875697,0.4013107713781941,-2.273468818404295,RPLP0,6175
ENSG00000183542.7,-0.8775680407451025,4.22511587822727,-3.166200444480431,0.002129764012474245,0.4196727291247326,-1.6081477880264314,KLRC4,8302
ENSG00000196437.12,-0.8796067891627977,4.025513323891348,-3.1548861777186263,0.0022051677959173195,0.42903074712973677,-1.6100413517829635,ZNF569,148266
ENSG00000117450.15,-0.39059099275084286,8.678232389859122,-3.132085228782635,0.002364744634254349,0.4520811802463073,-2.2256685531356455,PRDX1,5052
ENSG00000162490.7,1.6575037424111747,1.515746742800122,3.126042395939768,0.002408804532375513,0.4520811802463073,-1.5720508881225683,DRAXIN,374946
ENSG00000130653.16,-2.223592137941664,1.4687526448102648,-3.1256239060363042,0.0024118839804942874,0.4520811802463073,-1.7214965290945448,PNPLA7,375775
ENSG00000145287.12,-0.46828127616171233,7.520570330952369,-3.113448310290614,0.0025030987379158474,0.4613086762620744,-2.187591946768431,PLAC8,51316
ENSG00000139832.5,-2.397965466812753,1.3080356109100673,-3.1110890645647498,0.0025211404558239587,0.4613086762620744,-1.8251063813223034,RAB20,55647
ENSG00000163110.15,0.7618560862515853,4.346723864726534,3.0976947614851236,0.002625884152011283,0.46485613117569796,-1.7993163130302081,PDLIM5,10611
ENSG00000100450.13,0.7845607465281121,4.177285642350281,3.0959208276451413,0.002640055919691317,0.46485613117569796,-1.864846619936726,GZMH,2999
ENSG00000074706.14,0.6827009114320646,4.822874690642515,3.0958135686063764,0.0026409150765796807,0.46485613117569796,-1.8716871992550832,IPCEF1,26034
ENSG00000171928.14,-0.5802221845820075,5.580975601647439,-3.0932526729581693,0.0026615055005505153,0.46485613117569796,-2.0235049912228593,TVP23B,51030
ENSG00000114999.8,0.6688960612518775,5.096167351149171,3.078327090702526,0.002784511844306653,0.48087580951677816,-1.937161523007263,TTL,150465
ENSG00000174171.8,0.9473605839293349,2.875544683802713,3.0723611024415454,0.0028351408831614774,0.48417905971324343,-1.737747930058612,LOC105370792,105370792
ENSG00000117523.18,0.429112653824939,8.537111113616897,3.0621782196721066,0.0029235353275890138,0.49157720822537687,-2.4071884336393197,PRRC2C,23215
ENSG00000197608.12,1.9793341820261614,1.0231047399651625,3.0600390562641544,0.0029424270108480595,0.49157720822537687,-1.9507749404868093,ZNF841,284371
ENSG00000302206.1,-0.40909679838032,9.643622872042512,-3.054091055291165,0.0030074189045119016,0.4970325651865369,-2.5201741065140038,NA,NA
ENSG00000176393.11,-0.706813988082839,4.9063616601129345,-3.0418253519637473,0.0031079291863732295,0.5006718958447565,-2.009048587133595,RNPEP,6051
ENSG00000214357.9,-1.0417574061981911,2.9922256419439677,-3.0413321493874688,0.0031125285601708765,0.5006718958447565,-1.7910075040264957,NEURL1B,54492
ENSG00000257285.8,-1.694703775600834,1.095343296648056,-3.0397672991042817,0.0031271634353348485,0.5006718958447565,-1.8513417530867322,PRMT5-DT,101926933
ENSG00000163659.13,-0.7569056035804316,4.609162531756699,-3.0260045881271913,0.0032586517956724927,0.5077517103616865,-2.0228477805048373,TIPARP,25976
ENSG00000257924.2,2.267717661253384,0.7051267685826623,3.0258048642714006,0.003260597125685074,0.5077517103616865,-2.1173402454430486,NA,NA
ENSG00000117691.10,-0.7339058768651299,4.575891431557861,-3.0247909643453506,0.003270489220937343,0.5077517103616865,-2.039975633187135,NENF,29937
ENSG00000070087.15,-2.209298002230267,-0.19111187034935065,-3.0135910791289797,0.0033816264641692404,0.5154022050700391,-2.1469988397800503,PFN2,5217
ENSG00000074966.12,0.602419291808137,5.973585596037446,3.0108262710653038,0.0034095950663762817,0.5154022050700391,-2.258962394402979,TXK,7294
ENSG00000270072.1,2.7863762164255204,0.34041114774475906,3.0096702648216023,0.0034213525288609753,0.5154022050700391,-2.2658742835974546,NA,NA
ENSG00000133026.14,1.4167523891342233,2.564595302100672,3.0064893449267993,0.0034538989669625256,0.5154022050700391,-1.8538184543629637,MYH10,4628
ENSG00000273456.3,2.191200591873158,1.1015673138130149,2.999307515103942,0.0035284387781369907,0.5214625386535149,-2.1007449300262095,NA,NA
ENSG00000004864.14,-1.9195059564111276,1.4311332101242131,-2.984734314237738,0.0036842898982888676,0.5393098641590466,-2.012521167003716,SLC25A13,10165
ENSG00000293153.1,-1.8456587245205258,1.1401652913273315,-2.9754922596298847,0.0037864015765506237,0.5490282285998405,-2.0087793687675153,NA,NA
ENSG00000204387.15,-0.46702330659379765,7.296154707296439,-2.9687561730062146,0.0038624673260864053,0.5548235775882995,-2.5889695640227792,SNHG32,50854
ENSG00000134202.12,1.1139673613663188,2.649348206529151,2.959084825195851,0.003974150272139615,0.5624792538628224,-1.9863048779191166,GSTM3,2947
ENSG00000067836.13,1.0096801636168924,3.2893046473277066,2.954149479130303,0.004032285220129938,0.5624792538628224,-2.0309768793450544,ROGDI,79641
ENSG00000135070.15,-0.6437201162245314,4.9172452745917195,-2.954081673140544,0.004033089368481062,0.5624792538628224,-2.2855046089892976,ISCA1,81689
ENSG00000274315.1,-2.38082495764824,-0.04044758579434927,-2.950966947281707,0.004070188643225638,0.5624792538628224,-2.32655149916895,NA,NA
ENSG00000206652.1,-5.533271782905249,-2.2355886886458465,-3.013030589073308,0.0040987427737564155,0.5624792538628224,-2.7785116027400947,RNU1-1,26871
ENSG00000140465.15,1.1467909008618173,3.184438564259093,2.9337012231418167,0.00428161576751222,0.5752837685817315,-2.051432487329472,CYP1A1,1543
ENSG00000100379.18,-0.5631080124703427,5.736445219463116,-2.933527109761344,0.004283798551627501,0.5752837685817315,-2.446760399821531,KCTD17,79734
ENSG00000132881.12,3.0477867883707805,0.13791956451861614,2.9318929580876314,0.004304335288672682,0.5752837685817315,-2.5494875866640823,CPLANE2,79363
ENSG00000145358.6,1.8030492745451976,0.5585625168695162,2.928140871728002,0.004351832646127144,0.5766178256118466,-2.1570848329851104,DDIT4L,115265
ENSG00000113328.21,-0.6080765984939944,6.325018514902366,-2.949731505538687,0.004465958809625767,0.5866819393499833,-2.6041211158929762,CCNG1,900
ENSG00000233060.2,-0.690705717908028,4.369348488886635,-2.915264026659582,0.004518539327000136,0.5885588936948483,-2.3079239907079243,NA,NA
ENSG00000227240.3,2.401093528577393,0.25291666689641584,2.9076544252967547,0.004619801567996329,0.5966920176479292,-2.4646907988204454,NA,NA
ENSG00000066379.15,-0.5291557357783692,5.76630168723745,-2.903177457205176,0.004680349886688039,0.5994748146532931,-2.565789171213594,POLR1H,30834
ENSG00000176845.13,-1.0723184183854646,2.827329278774135,-2.898921293093522,0.004738588794879718,0.6019182626223245,-2.1550175533015783,METRNL,284207
ENSG00000288811.3,3.65133222729758,-1.080877589572856,2.9048100546640336,0.004829929471804795,0.6023606985057848,-2.7022882894600597,FAM247A,105372935
ENSG00000154134.15,1.2923470501262906,2.4434434460202032,2.8900693728302933,0.0048618560874829405,0.6023606985057848,-2.135777857319826,ROBO3,64221
ENSG00000087191.14,0.40445863784616254,7.081151403988688,2.8887588047998376,0.004880355167711177,0.6023606985057848,-2.7438380917801304,PSMC5,5705
ENSG00000083457.12,-0.6482357984557066,4.684719276659576,-2.8849902092353887,0.004933911600868156,0.6023606985057848,-2.4422596037951947,ITGAE,3682
ENSG00000166557.14,-0.47983408021025387,5.887624190331017,-2.8840007457810644,0.00494806245516861,0.6023606985057848,-2.6264946651662084,TMED3,23423
ENSG00000004975.12,-0.6037517224593012,4.760080476623961,-2.881970441554485,0.00497721592129048,0.6023606985057848,-2.4479729896981826,DVL2,1856
ENSG00000160791.14,0.7067959943266793,5.06048644019461,2.8885063330213283,0.005024304841753068,0.6032846806952206,-2.514183251322924,CCR5,1234
ENSG00000272870.5,-1.1243374055276885,4.202086865101688,-2.929733872938646,0.005067540338017458,0.6032846806952206,-2.3356609130788737,SAP30-DT,105377540
ENSG00000074370.19,0.4678752172000822,6.513224368127311,2.873361084384032,0.005102603024748124,0.6032846806952206,-2.721399721608209,ATP2A3,489
ENSG00000023902.14,0.41495620317819615,7.130475088519232,2.862013782365617,0.005272303024831343,0.6154229334245133,-2.8160562213161926,PLEKHO1,51177
ENSG00000156711.17,-0.6598574303789446,4.987910418743545,-2.8611553376891834,0.005285349851140908,0.6154229334245133,-2.5081479244849394,MAPK13,5603
ENSG00000277969.3,-0.9451746822162321,3.182767793763949,-2.857505187994586,0.00534115750967777,0.6169486528605175,-2.265010130942492,NA,NA
ENSG00000188921.14,-0.588114876523079,5.1374872479606974,-2.8535147923023545,0.005402786242217553,0.6169486528605175,-2.5541070512049098,HACD4,401494
ENSG00000243678.12,-0.41418050319538846,8.48129609578717,-2.8487895788476796,0.0054766079650957,0.6169486528605175,-2.9820305559068996,NME2,4831
ENSG00000010310.9,-1.0140588955338972,2.4412083773050934,-2.846987083047771,0.0055050114507372416,0.6169486528605175,-2.23881268254064,GIPR,2696
ENSG00000140988.16,-0.39530818570467474,10.249297983543043,-2.855972905936787,0.005588627856633811,0.6169486528605175,-3.114623548026605,RPS2,6187
ENSG00000253250.3,-1.0707015735696677,3.355035330705666,-2.840158519296219,0.005613846043387558,0.6169486528605175,-2.294899503979417,C8orf88,100127983
ENSG00000239636.4,1.3088101588629237,1.9398493847022698,2.840106546968311,0.005614681905254311,0.6169486528605175,-2.241336896860489,TFAP2E-AS1,105378645
ENSG00000144136.11,0.47684987131814704,6.687400808471583,2.8359428206749184,0.005682018688432347,0.6169486528605175,-2.8363892036364526,SLC20A1,6574
ENSG00000100813.15,0.633164198273855,5.31390576384804,2.834670667156177,0.005702739562506476,0.6169486528605175,-2.630057697661204,ACIN1,22985
ENSG00000186468.13,-0.5140474570160496,12.367000487952428,-2.8974309775371343,0.005713483371548231,0.6169486528605175,-3.2035305070601434,RPS23,6228
ENSG00000142197.13,0.7743860707107215,3.972651790265673,2.832394268061805,0.005739990719522056,0.6169486528605175,-2.4341015730923083,DOP1B,9980
ENSG00000123119.12,-1.3353975869115213,2.7824693262790556,-2.825942712006032,0.0058467804983444865,0.6240626129135747,-2.280221914952844,NECAB1,64168
ENSG00000069702.11,0.9311206193866752,3.4893178413063466,2.8210468042172465,0.005929032860128524,0.6281944228864843,-2.3946313948955593,TGFBR3,7049
ENSG00000196187.12,0.7150948343754369,5.06418168478065,2.824726097447171,0.005967233945440905,0.6281944228864843,-2.6288960939688506,TMEM63A,9725
ENSG00000278845.5,-0.4591849315640957,6.363049418265478,-2.809366301019377,0.0061295698740058855,0.6373874283687357,-2.88122000278659,MRPL45,84311
ENSG00000241678.1,1.3339454968399824,2.2841408712232556,2.8075833883407624,0.0061607207871861,0.6373874283687357,-2.317673599179408,RPL21P94,100271425
ENSG00000086065.14,-0.550258273652612,7.074374508228172,-2.834549002799901,0.006190355603708889,0.6373874283687357,-2.957416280284814,CHMP5,51510
ENSG00000065518.8,-0.42027915002247074,7.196893913311848,-2.8041885261004498,0.006220436841594688,0.6373874283687357,-2.9887290267086772,NDUFB4,4710
ENSG00000163482.12,0.8333254439773201,3.627532595264726,2.801472289845105,0.006268597026448873,0.6380684522948291,-2.4398821122375396,STK36,27148
ENSG00000110700.7,-0.3481568188868991,9.81656803169129,-2.7959719061303834,0.0063671688088881104,0.6438380565303307,-3.2164707509738757,RPS13,6207
ENSG00000231500.7,-0.4699639757319467,11.612009104869365,-2.847837451715384,0.006424735086572659,0.6454129299387044,-3.2839111281237847,RPS18,6222
ENSG00000221963.6,0.428478741997508,7.375086605592147,2.789676870011276,0.006481721406964432,0.6469094676950865,-3.0291966339140255,APOL6,80830
ENSG00000177410.14,-0.5181175773983302,8.650527016056943,-2.8311040175965427,0.0065623297786429145,0.6476894219772339,-3.142808268477046,ZFAS1,441951
ENSG00000182287.15,-0.4365651462303459,6.81312979117492,-2.784689377908116,0.006573815863919876,0.6476894219772339,-2.9967685221670814,AP1S2,8905
ENSG00000173372.18,2.4360065010537912,0.29465583378197374,2.7765709770178244,0.006726285866016958,0.652969378612511,-2.6729335949845145,C1QA,712
ENSG00000061656.11,-2.3756892874446405,0.21404249331816527,-2.7757013609044545,0.00674280824075237,0.652969378612511,-2.563327366045273,SPAG4,6676
ENSG00000084234.18,-0.5494148160333729,5.1194328169007015,-2.7750685018689536,0.006754855640819079,0.652969378612511,-2.7778210425070773,APLP2,334
ENSG00000162496.10,-0.8944426251590483,4.112206145209748,-2.775280308092859,0.006805458016365856,0.653749310697145,-2.5722522009338085,DHRS3,9249
ENSG00000197457.10,-0.7843378398015828,4.763312078635819,-2.7876831879382853,0.0069911534877422155,0.6577968966341354,-2.753509858593443,STMN3,50861
ENSG00000076043.11,-0.5634399126781418,5.165627011630889,-2.7614178590564493,0.007019552864411782,0.6577968966341354,-2.8307940078197356,REXO2,25996
ENSG00000149257.16,-0.832856528828203,3.960394798820941,-2.760350579443971,0.007040642552361841,0.6577968966341354,-2.6004919251293286,SERPINH1,871
ENSG00000124762.15,0.7141197356222344,5.030122210861253,2.7762091264804507,0.007069340387089986,0.6577968966341354,-2.807991952227684,CDKN1A,1026
ENSG00000205885.9,1.0009243722050392,3.0524380072675834,2.758392880942839,0.0070794776355208675,0.6577968966341354,-2.455182012341325,C1RL-AS1,283314
ENSG00000101096.20,0.39659894864854817,6.7730039891881555,2.7571428102809366,0.00710437767347212,0.6577968966341354,-3.045489634169086,NFATC2,4773
ENSG00000168646.14,-2.008110244683916,0.8629157355341336,-2.7543413144207247,0.007160471133655798,0.6590206067322733,-2.545156489349234,AXIN2,8313
ENSG00000169105.8,-0.6442611428920664,4.714688218261481,-2.749974936396655,0.007248704493256929,0.6626035490928984,-2.7572116438579815,CHST14,113189
ENSG00000188130.14,-2.1776379112846245,0.15625832848217325,-2.7474158099387203,0.00730087811645861,0.6626035490928984,-2.623212261816238,MAPK12,6300
ENSG00000247287.4,0.8312987537035941,3.1888315250825547,2.746056422185007,0.007328731512413321,0.6626035490928984,-2.558473016119715,NA,NA
ENSG00000176973.8,0.6129862130920705,5.123074928080245,2.7427011984893053,0.007397894486471577,0.6649452529653107,-2.87917114953462,FAM89B,23625
ENSG00000135245.10,-1.005934882171453,7.35528145741122,-2.7934483833416954,0.007567431997518608,0.6747509853730657,-3.1480408297081404,HILPDA,29923
ENSG00000122481.17,-0.7080338445729653,4.3223956909978964,-2.72947712400334,0.007676327125197442,0.6747509853730657,-2.7680909244241265,RWDD3,25950
ENSG00000119707.14,0.3337520774650784,8.425253459875929,2.727054966433666,0.0077283491369407875,0.6747509853730657,-3.2836615285560127,RBM25,58517
ENSG00000174173.7,-0.6706647373256471,4.598223132770328,-2.7250924091024804,0.007770735533671775,0.6747509853730657,-2.792082833997281,TRMT10C,54931
ENSG00000096654.16,-0.6939062625004637,3.784689744368785,-2.723001076771429,0.007816136263839825,0.6747509853730657,-2.6908783844037614,ZNF184,7738
ENSG00000145425.10,-0.43434636380381875,11.781392986540089,-2.7700131309378304,0.007826241334456037,0.6747509853730657,-3.476711714415165,RPS3A,6189
ENSG00000151690.15,0.5975269058231776,4.949833796369502,2.721270462711257,0.007853888811663429,0.6747509853730657,-2.8545354050061866,MFSD6,54842
ENSG00000008405.12,-0.7052511651010156,4.210492395774547,-2.7210736362226506,0.007858192998163874,0.6747509853730657,-2.7583661677425177,CRY1,1407
ENSG00000128040.13,2.545914261257413,0.8817770135879668,2.71896210614955,0.007904503179663555,0.6749567437301602,-2.787503209269626,SPINK2,6691
ENSG00000129197.15,-0.5053301088822151,6.075611694325241,-2.713931311621486,0.008015842444537463,0.6806823114505016,-3.079590834785499,RPAIN,84268
ENSG00000189060.6,-1.5008742056055424,2.076544507799275,-2.704548609430116,0.008227320129925804,0.6854129624130327,-2.547362704650078,H1-0,3005
ENSG00000196812.6,1.4160865137726013,1.6746950117482085,2.701445143753158,0.008298379429389933,0.6854129624130327,-2.571124656894937,ZSCAN16,80345
ENSG00000165637.14,-0.4529790466163677,6.509756886417939,-2.701386668123707,0.008299723676980926,0.6854129624130327,-3.1830385167435664,VDAC2,7417
