gene_id,gene_symbol,logFC_CRISPRoff,padj_CRISPRoff,logFC_KO,padj_KO,significant
ENSG00000154122.14,ANKH,1.271186571784408,8.787882744503477e-7,0.03422002803079805,0.9414960015732134,CRISPRoff only
ENSG00000134107.5,BHLHE40,-1.0613874382311443,8.826532850318157e-7,0.4630582674419732,0.10406485207635947,CRISPRoff only
ENSG00000143891.17,GALM,1.4333697744879177,8.88563214218913e-7,-0.24058434394938047,0.3402442909503798,CRISPRoff only
ENSG00000159023.23,EPB41,-1.0762052253886945,8.957201798546611e-7,-0.6767310289398792,0.00238540940800881,Both
ENSG00000162734.13,PEA15,1.0116356038814287,9.192084797495536e-7,0.20787009350227248,0.6539734574645999,CRISPRoff only
ENSG00000109790.18,KLHL5,1.1049639850268698,9.192084797495536e-7,0.6974348507878702,0.00196380308929485,Both
ENSG00000135046.15,ANXA1,1.1547673789250574,9.192084797495536e-7,0.984936511810432,1.523069388980328e-4,Both
ENSG00000213203.3,GIMAP1,-1.8687111228707696,9.341000616673336e-7,-1.4461227436168165,2.6871101749216018e-5,Both
ENSG00000065308.5,TRAM2,1.5574792606948946,9.347854063795652e-7,0.28633267171706844,0.7178392406218543,CRISPRoff only
ENSG00000107738.20,VSIR,-1.052328341063839,9.4712069183987e-7,-1.0812757481432227,0.02429179679307395,Both
ENSG00000105854.13,PON2,1.9615471065388157,9.4712069183987e-7,1.0886273598116063,0.04109350666153623,Both
ENSG00000064012.24,CASP8,1.0608108335894852,9.611974700898697e-7,0.1177190222321756,0.6575211487508017,CRISPRoff only
ENSG00000114450.11,GNB4,2.3950320936613174,9.611974700898697e-7,1.673127453384192,0.04295285426754629,Both
ENSG00000271503.7,CCL5,-1.3382294035637186,9.97506281679288e-7,-1.038255378248235,0.10326726258367676,CRISPRoff only
ENSG00000167642.13,SPINT2,1.621396020709869,9.97506281679288e-7,0.9806186335141278,0.11442912900131696,CRISPRoff only
ENSG00000213625.9,LEPROT,1.1717663406154128,1.0549458748225508e-6,0.8835451545455819,0.006523120898846,Both
ENSG00000135077.10,HAVCR2,-1.0467043047552629,1.0549458748225508e-6,0.18145670792485324,0.7794542421078893,CRISPRoff only
ENSG00000145349.20,CAMK2D,0.918907526436267,1.074207636653803e-6,0.6330876173842793,0.00539375513225642,Both
ENSG00000089009.16,RPL6,-0.6777348608592886,1.0930097888006938e-6,-0.7838447585932088,4.0016149124349206e-5,Both
ENSG00000092964.18,DPYSL2,1.1187325496637672,1.0984420481769865e-6,0.6411088523347624,0.03660397579145025,Both
ENSG00000116641.18,DOCK7,3.116917373902207,1.1224543625770326e-6,2.134904020454975,0.01524317390231827,Both
ENSG00000112182.16,BACH2,-1.437135988329029,1.2389110855440738e-6,-0.19188659477263115,0.3714343465934607,CRISPRoff only
ENSG00000058056.10,USP13,1.9537694950762243,1.2910252815204203e-6,0.6595385683302262,0.1001101849499002,CRISPRoff only
ENSG00000196843.18,ARID5A,1.294333848378839,1.3472372485439049e-6,0.2003858916028436,0.5672777535368819,CRISPRoff only
ENSG00000134802.18,SLC43A3,1.5654481771907929,1.366618693206475e-6,0.6996528077983672,0.00659014294464136,Both
ENSG00000137486.17,ARRB1,-1.3427705572480535,1.375033960069698e-6,0.5550129812957102,0.2783163386760895,CRISPRoff only
ENSG00000154978.13,VOPP1,0.8957541525441444,1.40596948808883e-6,0.31126785969304355,0.13595999063342495,CRISPRoff only
ENSG00000160588.10,MPZL3,-1.1888040844083865,1.40596948808883e-6,-0.29071695367048417,0.6475385173310532,CRISPRoff only
ENSG00000167106.12,EEIG1,-1.7973126886044763,1.4455365927568611e-6,-1.5345810335598244,4.963605176446685e-7,Both
ENSG00000120833.14,SOCS2,1.408315985047187,1.4487431888410774e-6,0.8926977115616438,0.1580161942342458,CRISPRoff only
ENSG00000115339.15,GALNT3,1.4164696839321294,1.4543516497104483e-6,-0.00132225201615116,0.9986877746949502,CRISPRoff only
ENSG00000139278.10,GLIPR1,0.9604644744327572,1.4641458353782036e-6,0.459012892364915,0.0425616848904608,Both
ENSG00000143952.20,VPS54,1.007991398196854,1.4808792048824042e-6,1.011254558306621,0.00712163407269727,Both
ENSG00000060558.4,GNA15,1.0354410558757654,1.501890053505346e-6,1.0787196377874235,0.0929795628037119,CRISPRoff only
ENSG00000112079.9,STK38,-1.060947401350381,1.5223014307961942e-6,-1.2927023317249595,1.777394846124512e-5,Both
ENSG00000029153.15,BMAL2,1.2292668004755858,1.6156927812274936e-6,1.3836968922269597,0.02612781931441403,Both
ENSG00000138378.20,STAT4,0.8607645498865184,1.8928428396301688e-6,0.5939603693834188,0.09493770972684012,CRISPRoff only
ENSG00000107438.9,PDLIM1,1.9943606352842789,1.926680783549901e-6,1.0614039152646366,0.0760575960768067,CRISPRoff only
ENSG00000204397.11,CARD16,1.1087530298466357,1.964936409761994e-6,-0.6287346146193715,0.04447737288684744,Both
ENSG00000155090.15,KLF10,1.211108335686084,2.0524809930127066e-6,0.786672914507472,0.01543228000227597,Both
ENSG00000185811.21,IKZF1,-0.729903324640462,2.061271759943416e-6,-0.605707029530544,0.00133899947753502,Both
ENSG00000136068.16,FLNB,-1.7532941227503274,2.1441486707695956e-6,-0.00889517177536885,0.9880048391386648,CRISPRoff only
ENSG00000059377.19,TBXAS1,3.8449082078949184,2.164852445125904e-6,-0.30830738428120796,0.5690842376428793,CRISPRoff only
ENSG00000178209.17,PLEC,-0.9880861871496056,2.1921789030082253e-6,-0.6157583897287241,0.26682266318718123,CRISPRoff only
ENSG00000293489.2,CMAHP,1.8709933872888207,2.2440951234318212e-6,0.3090124091381659,0.2914138321742609,CRISPRoff only
ENSG00000147475.17,ERLIN2,1.1339194973079314,2.320641890634501e-6,1.069704063531297,0.02458644333849882,Both
ENSG00000163513.20,TGFBR2,0.7661741800643809,2.326022478711031e-6,0.3212501068407123,0.3009120957076255,CRISPRoff only
ENSG00000144118.14,RALB,0.746539339579583,2.33418338583449e-6,0.2113418300778677,0.4734010488530941,CRISPRoff only
ENSG00000131981.16,LGALS3,1.6206270666654805,2.3549257469046364e-6,0.7369572592113195,0.01580872022610743,Both
ENSG00000147852.17,VLDLR,2.583538388843119,2.4418140306892328e-6,3.282513973097682,0.00176933621246146,Both
ENSG00000166971.17,AKTIP,-1.073258681549758,2.4418140306892328e-6,-0.802178408813377,0.08191837597686233,CRISPRoff only
ENSG00000169442.9,CD52,-1.3566255461611345,2.4679642475435473e-6,-1.4846234650289447,1.860017978443561e-7,Both
ENSG00000072110.17,ACTN1,1.5173758562939703,2.576287353353903e-6,1.1607271203201628,1.0533007065066176e-4,Both
ENSG00000137965.11,IFI44,3.7898764223346415,2.6830629638346076e-6,2.099069932226297,3.8781425124829945e-5,Both
ENSG00000172575.14,RASGRP1,-0.8237771341712081,2.951564654854211e-6,-0.5195579727282672,0.00395480153295241,Both
ENSG00000197746.15,PSAP,0.7853844492003172,3.100331010721648e-6,-0.00309534163713377,0.992414226799838,CRISPRoff only
ENSG00000109466.14,KLHL2,1.179946914321662,3.134795098421844e-6,0.9400166306167076,0.00306491719341591,Both
ENSG00000089041.17,P2RX7,1.8950872650743815,3.219922076624185e-6,-0.3609395588089151,0.3992153967628884,CRISPRoff only
ENSG00000180530.11,NRIP1,1.643847107927704,3.275278684526715e-6,0.62373748949754,0.03301319999539857,Both
ENSG00000130340.17,SNX9,1.6520452686526037,3.275278684526715e-6,0.6537728349791935,0.04827204437560216,Both
ENSG00000205336.14,ADGRG1,-1.4963617687802064,3.3678475727228236e-6,-1.4788627341775482,0.16115618937838133,CRISPRoff only
ENSG00000165409.18,TSHR,4.513554982765096,3.4579683162979214e-6,0.7496149714611702,0.36591724834653194,CRISPRoff only
ENSG00000143390.18,RFX5,0.841060031422055,3.4694071446085896e-6,0.6324148548212775,0.12012329839241492,CRISPRoff only
ENSG00000100647.8,SUSD6,0.9130744937828568,3.533310840987881e-6,0.6947535507159827,0.0090762298914825491,Both
ENSG00000181523.13,SGSH,1.6618977270718152,3.6457589694036146e-6,-0.38492722535404006,0.4675170035720344,CRISPRoff only
