gene_id,gene_symbol,logFC_CRISPRoff,padj_CRISPRoff,logFC_KO,padj_KO,significant
ENSG00000175414.7,ARL10,-0.1957035399648669,0.4886501433519303,0.361706796346445,0.392859891554255,Not significant
ENSG00000104691.16,UBXN8,-0.31951981064159357,0.4887538950817604,-0.5112718327289528,0.574354483160828,Not significant
ENSG00000135185.12,TMEM243,-0.23645328576961097,0.48881369203281416,-0.2344524924345711,0.6341044735754634,Not significant
ENSG00000228649.12,SNHG26,-0.648576727059566,0.4892852017989682,-0.38022870945406456,0.6483965128770864,Not significant
ENSG00000171316.14,CHD7,-0.31201440778008477,0.4895414664932643,-0.11534430540729756,0.736841528588596,Not significant
ENSG00000106477.20,CEP41,0.19121997193020732,0.4895414664932643,-0.31067135665920403,0.45044385272568865,Not significant
ENSG00000135387.21,CAPRIN1,0.08936985046318198,0.4895838563848513,0.2195657627854212,0.3464077390101317,Not significant
ENSG00000165672.7,PRDX3,0.14600145245398172,0.4898144589684621,0.38302188684778526,0.06363259701980409,Not significant
ENSG00000109083.14,IFT20,-0.4048567938465823,0.4901598560738425,-0.1749384125503679,0.7565230992824239,Not significant
ENSG00000099800.8,TIMM13,-0.2475193939778943,0.490232483563518,-0.884225773542052,0.00910514196564739,KO only
ENSG00000164088.18,PPM1M,-0.1376759571542796,0.4905150362803718,-0.6534063620511702,0.08192805735973756,Not significant
ENSG00000108829.10,LRRC59,-0.12578920457301523,0.4905150362803718,-0.5343210258829643,0.26823659762141805,Not significant
ENSG00000112367.12,FIG4,0.19223954574812635,0.4905150362803718,0.25074711447653253,0.7738108951442216,Not significant
ENSG00000186448.15,ZNF197,0.22221689633982997,0.4905383437386442,0.3533970345908397,0.4433467642683664,Not significant
ENSG00000261526.4,NA,-1.6777071163703154,0.49067446481178223,-0.5668103299955386,0.31939771023527264,Not significant
ENSG00000113068.10,PFDN1,-0.13400768016240946,0.49067446481178223,0.02419176421696095,0.9471603853182368,Not significant
ENSG00000171148.14,TADA3,0.1108631292139362,0.4909361395204506,0.27438167415305,0.5585679017807356,Not significant
ENSG00000110536.14,PTPMT1,0.1864314690359098,0.491037843541148,0.1423478152956977,0.769147116863694,Not significant
ENSG00000229127.2,NA,-2.103487615630653,0.4912186202955253,0.6349432375772148,0.5288980780978323,Not significant
ENSG00000186272.13,ZNF17,-0.27585879086675963,0.4912186202955253,0.09628889891079076,0.93717592652261,Not significant
ENSG00000122376.12,SHLD2,-0.15247038844467925,0.4912186202955253,-0.4562479820325272,0.07146457186507664,Not significant
ENSG00000144043.13,TEX261,0.1067102526335054,0.4913611373009367,-0.123602793814802,0.8652306017411215,Not significant
ENSG00000172766.19,NAA16,0.22319325430299164,0.49182306736295595,-0.01285055134872914,0.9794119579011352,Not significant
ENSG00000180011.7,PTGR3,0.15051118226101756,0.49216427241019595,0.25478541925865383,0.3649274296161752,Not significant
ENSG00000163875.16,MEAF6,0.14904789015114972,0.49216427241019595,0.2120133285860926,0.4675170035720344,Not significant
ENSG00000139546.12,TARBP2,-0.3571298480824369,0.4921973103436571,0.1823645763224429,0.870351132282784,Not significant
ENSG00000198169.9,ZNF251,0.336775061549359,0.4922466099762583,0.06947252210418962,0.9491371688332074,Not significant
ENSG00000100526.21,CDKN3,-0.27618484288605005,0.49225442602962544,0.3472976175157258,0.24358660158530623,Not significant
ENSG00000172428.11,COPS9,-0.22423091265165548,0.49249366595755495,-0.3189451392601955,0.49567650559680354,Not significant
ENSG00000116560.12,SFPQ,0.09524954854004812,0.49249366595755495,0.1296801966781245,0.4945939086238651,Not significant
ENSG00000143437.21,ARNT,-0.11411235234537924,0.49249366595755495,0.00439757400963735,0.9925123124766508,Not significant
ENSG00000143222.12,UFC1,-0.13306592002558548,0.49249366595755495,-0.5046409838304244,0.01826840298842931,KO only
ENSG00000163823.4,CCR1,0.2203570815454707,0.49249366595755495,0.987338520564616,0.09990398380003047,Not significant
ENSG00000235162.9,C12orf75,-0.1847590404907786,0.4928464517501332,-0.1773178124367547,0.4341927554712515,Not significant
ENSG00000093183.14,SEC22C,0.13077911700587003,0.49337582735169094,0.1510257335629609,0.6442719821873291,Not significant
ENSG00000289272.1,NA,-2.109358030027662,0.4933938360766731,-0.09802258857214984,0.946415262175632,Not significant
ENSG00000100994.12,PYGB,0.11775367431818493,0.4934519136924088,0.02700296141604793,0.9768663145077358,Not significant
ENSG00000291224.2,NA,-0.8331709526841105,0.49381789890843314,0.14075837965381638,0.8554598235273513,Not significant
ENSG00000101191.17,DIDO1,0.1349264299669601,0.49381789890843314,-0.15919390465351452,0.6208617820785923,Not significant
ENSG00000170222.12,ADPRM,0.3065679779720858,0.49395533625498134,0.5141909904627635,0.3385435999753969,Not significant
ENSG00000133641.18,RLIG1,0.21770615603484175,0.49395533625498134,-0.32245415914102293,0.5262807379553205,Not significant
ENSG00000124702.19,KLHDC3,-0.16434723036462712,0.4943904501016568,-0.3579666379936045,0.6015073110388455,Not significant
ENSG00000204253.4,NA,-0.9532986151458224,0.49478914274701846,0.1614539955671675,0.9145412339616932,Not significant
ENSG00000198453.15,ZNF568,-0.35031322662073444,0.4954430073278924,-0.3349269974266451,0.691026256139338,Not significant
ENSG00000129933.21,MAU2,0.14989521262336372,0.49593736859929743,0.09658737851181907,0.7899630379613124,Not significant
ENSG00000117620.15,SLC35A3,-0.23625144286702565,0.49593736859929743,-0.00265938998720773,0.994585047020673,Not significant
ENSG00000124575.7,H1-3,1.1799492143771146,0.49605350392908854,-0.023845749337926,0.9594679086221928,Not significant
ENSG00000197948.11,FCHSD1,-0.1925082464253272,0.49605350392908854,-0.6275535064196346,0.14499685806468376,Not significant
ENSG00000180425.11,C11orf71,-0.4190867709367281,0.49606615948699456,0.29568454111410813,0.6215523030168675,Not significant
ENSG00000144554.13,FANCD2,0.17827873742279085,0.4962794028480717,0.2566203969568998,0.3402442909503798,Not significant
ENSG00000077147.16,TM9SF3,-0.11855799026865033,0.4962794028480717,0.06009571080733288,0.8105638242632662,Not significant
ENSG00000114125.14,RNF7,-0.18241306368734408,0.4962794028480717,0.16304024275625925,0.6190728471996201,Not significant
ENSG00000172795.17,DCP2,-0.16229841890717997,0.4962794028480717,0.2209088813386151,0.3699814120233322,Not significant
ENSG00000100603.14,SNW1,-0.1110848376898267,0.4962794028480717,-0.02466402888416843,0.9382967680982288,Not significant
ENSG00000022976.16,ZNF839,-0.39319803982177526,0.4963371953776517,-0.04849285869823504,0.9396146316137216,Not significant
ENSG00000136279.21,DBNL,0.12845012198827202,0.4963687220531173,-0.4912248939164701,0.09389826014216555,Not significant
ENSG00000164164.17,OTUD4,0.13326471174192092,0.49658433887124936,-0.0979530181896214,0.7794542421078893,Not significant
ENSG00000111224.14,PARP11,-0.2083846296686873,0.49658433887124936,0.3494464996647136,0.2659010096427998,Not significant
ENSG00000100220.12,RTCB,0.16645110451060785,0.49658433887124936,-0.11991240383490628,0.805980469880591,Not significant
ENSG00000139537.11,CCDC65,-0.5974911420828211,0.4966313480925485,-2.0243817841438316,0.07585819646854271,Not significant
ENSG00000183258.12,DDX41,0.15276151240631416,0.4967660454820717,-0.8159862601048891,0.24322018583497587,Not significant
ENSG00000198740.9,ZNF652,-0.33729088774493365,0.4967660454820717,0.01756830358152211,0.9605591580867204,Not significant
ENSG00000134313.17,KIDINS220,-0.18566474317891035,0.4967851379264814,-0.2561711804707514,0.31687339109359336,Not significant
ENSG00000177688.7,SUMO4,-2.1999272898095934,0.4968001802563302,-0.3299472730508214,0.6499479977256518,Not significant
ENSG00000010219.14,DYRK4,0.3202145285353688,0.4968001802563302,0.1284057950962426,0.8690888914159853,Not significant
ENSG00000165934.13,CPSF2,0.11052521214974372,0.4968001802563302,-0.2459785514015224,0.3287799875635224,Not significant
ENSG00000164080.14,RAD54L2,0.2025132621116568,0.4968001802563302,0.20795812083284093,0.5946524977452333,Not significant
ENSG00000135250.17,SRPK2,-0.1500914377138922,0.496913447179811,-0.05719664540383626,0.8087347088490985,Not significant
ENSG00000143149.13,ALDH9A1,0.12531017083658916,0.4977323925218308,0.172309424744652,0.575241018846922,Not significant
ENSG00000132254.13,ARFIP2,-0.2033535301992744,0.49792528121507407,-0.6410039275928899,0.48942168542779346,Not significant
ENSG00000147400.10,CETN2,0.2060523392980536,0.49830021252732454,-0.44037636175899825,0.4776719233320876,Not significant
ENSG00000169967.17,MAP3K2,0.17191376426072214,0.4985126502462928,0.2637150245299452,0.2260977504086741,Not significant
ENSG00000166233.15,ARIH1,0.12981566330721978,0.4987354791369278,0.21527208786321925,0.4346349569980116,Not significant
ENSG00000145331.14,TRMT10A,-0.3148203608950195,0.4988857685368344,-0.2351276430425678,0.6384952507926371,Not significant
ENSG00000187097.13,ENTPD5,0.19372820756378753,0.49907814756806174,0.00933645309766436,0.9927635273816662,Not significant
ENSG00000104765.16,BNIP3L,-0.19801427676091707,0.49907814756806174,1.4045421111742964,1.2229391492573163e-6,KO only
ENSG00000243156.9,MICAL3,-0.1753447302066803,0.49907814756806174,-0.0831171976218824,0.944826968234894,Not significant
ENSG00000123352.18,SPATS2,-0.20054575292892135,0.4990803906126982,0.4952689075314166,0.291417251983961,Not significant
ENSG00000105669.14,COPE,-0.1337809880930651,0.499247857583588,-0.7839705673403572,0.17222961213339444,Not significant
ENSG00000104714.14,ERICH1,-0.2251694513745193,0.4993361380448394,0.04458733499745637,0.9227532146746894,Not significant
ENSG00000125952.21,MAX,0.12187886100855444,0.4993361380448394,-0.39495054124884793,0.04279005698653664,KO only
ENSG00000176087.17,SLC35A4,0.14330578655640003,0.4993361380448394,-4.8366928100846565,3.5302884844692293e-4,KO only
ENSG00000036257.14,CUL3,-0.116215442793021,0.4995027682993103,0.17441457614413708,0.5288980780978323,Not significant
ENSG00000014824.14,SLC30A9,0.15704345481414872,0.4995728117473422,0.3859510691037353,0.14682165450465737,Not significant
ENSG00000157741.15,UBN2,-0.24519308971318823,0.4996453800950948,0.01519809525683799,0.9722586370766424,Not significant
ENSG00000177425.11,PAWR,0.9343964406216512,0.4996727106332384,0.6064456888227233,0.4261257495008147,Not significant
ENSG00000120696.9,KBTBD7,-0.20812151090355743,0.4997454194646316,-0.03006573975539998,0.9434615155052152,Not significant
ENSG00000115947.14,ORC4,-0.20970736325714692,0.49976139081316023,-0.303791905395087,0.4924028000670886,Not significant
ENSG00000113272.14,THG1L,-0.2079484847560395,0.5001005211874691,0.5325690673346681,0.15072402837687127,Not significant
ENSG00000221944.9,TIGD1,-0.731018715156714,0.5005520144957422,-0.3267935056318992,0.6983219309618544,Not significant
ENSG00000235859.5,NA,0.4558424751264069,0.5005834192503786,0.5279831986997191,0.5806705958987547,Not significant
ENSG00000114405.11,CEP15,0.33422839340232613,0.5007972840350459,-0.5020702338070465,0.6327609334166393,Not significant
ENSG00000257379.1,NA,-2.1628585536997345,0.500953174127823,0.6753388248141513,0.05921162622398721,Not significant
ENSG00000152102.18,FAM168B,0.11269141601703105,0.500953174127823,0.03839139090208757,0.9493384821381308,Not significant
ENSG00000131351.15,HAUS8,-0.2781928989640435,0.500953174127823,-0.2672456944015805,0.6600531073892896,Not significant
ENSG00000213563.7,C8orf82,0.38550076423173746,0.5009675600455873,-0.6411218531096847,0.4261257495008147,Not significant
ENSG00000148400.13,NOTCH1,0.1467273096086662,0.5009675600455873,-0.2665542273699223,0.5219369714120075,Not significant
ENSG00000267506.8,NA,0.5284534297507444,0.5009675600455873,0.05746127107572069,0.95623911025718,Not significant
ENSG00000139505.13,MTMR6,0.13890987670354843,0.5011558162075429,0.3137466596041564,0.11525440114792081,Not significant
ENSG00000075884.14,ARHGAP15,-0.11401389999147288,0.5011900340786997,0.04168077151818639,0.9104320231563456,Not significant
ENSG00000160336.17,ZNF761,-0.2268975352815689,0.501304007052057,-0.4233854228051787,0.5184109564322028,Not significant
ENSG00000051825.15,MPHOSPH9,0.18550856827286324,0.501304007052057,0.33321345274729136,0.22388337534667385,Not significant
ENSG00000111615.14,KRR1,0.15596097914410015,0.5016077432706826,-0.09439677250252591,0.7154825937980934,Not significant
ENSG00000130024.15,PHF10,0.14287166063393325,0.5016493784499901,0.4510807959251435,0.06495670990721941,Not significant
ENSG00000073584.20,SMARCE1,-0.09811012968506767,0.5019202713335696,-0.14607914196632416,0.5212149344909622,Not significant
ENSG00000184436.12,THAP7,-0.3746746415633493,0.5021059762713899,-1.6747204175711954,0.08123591317385112,Not significant
ENSG00000182179.13,UBA7,-0.14165542106296136,0.5021342906418883,-0.07982056138012548,0.9227532146746894,Not significant
ENSG00000116095.11,PLEKHA3,0.20153731597978303,0.5021342906418883,0.5197775929422978,0.05399417536964862,Not significant
ENSG00000084072.17,PPIE,-0.1794729515442212,0.5023634542368907,0.13113633866703514,0.809504456431944,Not significant
ENSG00000187239.19,FNBP1,-0.123177812508128,0.5025413272422935,-0.02044577308740559,0.9367706788510026,Not significant
ENSG00000136152.15,COG3,-0.19564749071333187,0.5026348218825687,-0.39909145587068034,0.4371594653116551,Not significant
ENSG00000136026.14,CKAP4,-0.6796830770459156,0.5026348218825687,1.0392882180709948,0.04221388841525077,KO only
ENSG00000171848.16,RRM2,-0.30754985812942087,0.502949394818434,-0.4017445050957056,0.39563796705466575,Not significant
ENSG00000102471.16,NDFIP2,-0.1320269748672649,0.5029802684700456,1.4332076112921026,1.231447443910778e-4,KO only
ENSG00000108100.18,CCNY,0.13933337049826527,0.5030494749924375,0.1792152821453327,0.5324420128675825,Not significant
ENSG00000237188.6,NA,-3.4590759788183085,0.5031124659092412,-0.3785763471962368,0.7823646359565586,Not significant
ENSG00000169629.12,RGPD8,0.30042887186269795,0.5033230443572424,0.6769265685828761,0.909908495995463,Not significant
ENSG00000198205.7,ZXDA,-0.4129743701513273,0.5034619680182623,0.5603380220446786,0.6274341378987839,Not significant
ENSG00000186871.7,ERCC6L,-0.19515224331579065,0.5034619680182623,0.5257242209201379,0.3902278072986482,Not significant
ENSG00000129245.13,FXR2,0.16163902034624872,0.5034991278223868,0.3865172303756069,0.19382346944031348,Not significant
ENSG00000196235.14,SUPT5H,0.11470782642101426,0.5035649980637144,-0.0975035081236963,0.852566518992233,Not significant
ENSG00000196449.4,YRDC,0.3157398825199407,0.5036154941217102,-0.3686916300962023,0.5174897397429654,Not significant
ENSG00000182872.16,RBM10,-0.12210450537750624,0.5037594381214492,-0.4457511215704384,0.2296839585369666,Not significant
ENSG00000266728.5,NA,2.0202687967992827,0.5038658942129951,1.8840276355102912,0.0560479813404296,Not significant
ENSG00000138750.16,NUP54,-0.1562366862785622,0.5038984992865693,0.18094430570151152,0.6392944982614999,Not significant
ENSG00000132330.18,SCLY,-0.25868703980042007,0.5042017132941653,0.7368979496538866,0.1533591624120219,Not significant
ENSG00000185825.17,BCAP31,-0.14403492238006185,0.5043426638380363,-0.7147368726866562,0.01982290353393608,KO only
ENSG00000145882.11,PCYOX1L,0.17006989954282278,0.5044300295006326,-0.3672428521049054,0.29600735089653374,Not significant
ENSG00000128585.18,MKLN1,0.16692639010185642,0.5044300295006326,0.35524866946197553,0.14081671124844594,Not significant
ENSG00000132589.16,FLOT2,0.12186701903844642,0.5044300295006326,0.12954289983541772,0.7971602306990149,Not significant
ENSG00000101158.15,NELFCD,-0.14997413206822133,0.5044300295006326,-0.6330860897875503,0.31634891150762307,Not significant
ENSG00000152464.15,RPP38,0.24779524145092233,0.5045082468352411,-0.11585677333698056,0.8325681985940437,Not significant
ENSG00000185305.12,ARL15,0.2931160846450623,0.5048368842293374,0.34910470198666277,0.7020915284037926,Not significant
ENSG00000131373.15,HACL1,-0.1634977340506302,0.5050269811404589,0.3453939030787922,0.6354407054809617,Not significant
ENSG00000140740.11,UQCRC2,-0.14487677286700404,0.5051335559230281,-0.16146138831629558,0.6014759746214905,Not significant
ENSG00000141385.12,AFG3L2,-0.12729828169797316,0.5052251484653316,-0.0999261828928244,0.805980469880591,Not significant
ENSG00000129195.16,PIMREG,-0.23136216774139215,0.5052729053850409,0.6507948843183119,0.3258853158234092,Not significant
ENSG00000167207.15,NOD2,0.32981527107021086,0.5052729053850409,1.0836147015533737,0.1631901415409715,Not significant
ENSG00000141258.13,SGSM2,-0.18072026920683296,0.505322647767784,-0.2683905243588302,0.6386753628905373,Not significant
ENSG00000213741.11,RPS29,-0.1946217012073855,0.505462283007344,-0.4505567426736537,0.00123859000838897,KO only
ENSG00000121940.17,CLCC1,0.1724877453024905,0.5054823823584303,0.989205389051877,0.03462369537278698,KO only
ENSG00000235919.6,ASH1L-AS1,-1.0201510640485676,0.5054828085728689,-0.3067710477933957,0.5613805999469496,Not significant
ENSG00000096968.14,JAK2,0.1965675307759931,0.5056207255137554,-0.2415752329831355,0.27299811504365007,Not significant
ENSG00000267364.5,NA,0.2889183070088756,0.5056207255137554,-0.0335284994742351,0.9759716065463196,Not significant
ENSG00000290792.1,NA,-0.582480082827344,0.5056207255137554,-0.2174928901303988,0.745264520000101,Not significant
ENSG00000003056.8,M6PR,-0.1007141219481743,0.5057352594549664,-0.3704787925369656,0.15854787129870243,Not significant
ENSG00000179454.14,KLHL28,-0.17348255222186482,0.5057676287501309,0.2526285689165603,0.436992020281028,Not significant
ENSG00000153046.18,CDYL,0.180361113666421,0.5057676287501309,0.2755641361073403,0.5128334985304122,Not significant
ENSG00000288756.3,NA,-1.722641262717821,0.5058215326251894,-0.22816646323476947,0.844756540448372,Not significant
ENSG00000164978.19,NUDT2,0.2031708242006777,0.5058215326251894,0.2415356379322672,0.6219156163219074,Not significant
ENSG00000196821.10,ILRUN,0.0932678624777262,0.5058215326251894,-0.29119488463850496,0.28037117260384786,Not significant
ENSG00000203760.9,CENPW,-0.2728256553079338,0.505887489055988,-0.00943374708624208,0.9890047526987128,Not significant
ENSG00000273154.3,NA,1.9585527597573484,0.5059531228529979,-0.2937604699658582,0.6473003469819677,Not significant
ENSG00000149657.20,LSM14B,0.17007085097690045,0.5060184013974338,-0.1618317453441981,0.6667171122309169,Not significant
ENSG00000087301.10,TXNDC16,0.21462396377673956,0.5060184013974338,-0.1204992625999336,0.8385487811880958,Not significant
ENSG00000288924.1,NA,-0.2531755026527153,0.5060184013974338,-0.3467088112641094,0.2613107335054899,Not significant
ENSG00000154589.7,LY96,0.4267003598886429,0.5060311899118743,0.18371160995802896,0.805980469880591,Not significant
ENSG00000197448.14,GSTK1,0.12700881334721167,0.5060397460365041,-0.38189799743856134,0.09389878110967816,Not significant
ENSG00000135919.14,SERPINE2,-0.2746793962202217,0.5061095590829091,1.4762849219105223,0.00549861799188298,KO only
ENSG00000132361.18,CLUH,-0.17370939981584035,0.5063913763632594,-0.7172710401030463,0.15077317353834044,Not significant
ENSG00000131446.17,MGAT1,0.1078651950977602,0.5064155592743248,-0.16676447940610256,0.6661076256256346,Not significant
ENSG00000204923.4,FBXO48,0.4050038317892492,0.5067711071598755,0.30283100361326826,0.7102693019981914,Not significant
ENSG00000308091.1,NA,-2.214593293505964,0.5073051599249329,0.13128597506867443,0.8308388530612502,Not significant
ENSG00000104859.15,CLASRP,-0.24937642786393072,0.5073051599249329,-0.06146048554290545,0.937868477863523,Not significant
ENSG00000177556.12,ATOX1,0.20619474739323235,0.5073617076417924,-0.2765951743416033,0.6619184992980606,Not significant
ENSG00000067048.17,DDX3Y,-0.13476358014173775,0.5073898509745561,0.4288819402555149,0.14421932020583308,Not significant
ENSG00000140365.16,COMMD4,0.2121894687316657,0.5073898509745561,-0.25629874051700113,0.7811881232958511,Not significant
ENSG00000125458.7,NT5C,0.24662116045515495,0.5075940596485397,0.08827673628846143,0.9174113592060636,Not significant
ENSG00000165819.12,METTL3,0.1698131301746067,0.5076200003581423,0.0691247978104724,0.8962512698359522,Not significant
ENSG00000032742.18,IFT88,-0.3580315693083112,0.5079652355487352,0.6927524399251512,0.20816016048148703,Not significant
ENSG00000132581.10,SDF2,-0.171377317848435,0.5084058464988633,-0.5787392860036464,0.1857692164207493,Not significant
ENSG00000116127.20,ALMS1,0.18680899829688352,0.5084058464988633,-0.17487071791200043,0.7175810779140138,Not significant
ENSG00000078902.16,TOLLIP,-0.17447775094978354,0.5084058464988633,-0.22045051173361907,0.6600531073892896,Not significant
ENSG00000089902.10,RCOR1,-0.1325955880935976,0.5086051257837089,0.04587713310773841,0.918161821248732,Not significant
ENSG00000257218.6,GATC,0.1184335737182904,0.5088157358395003,0.01141939383819762,0.9794119579011352,Not significant
ENSG00000136463.9,TACO1,0.28061329260236934,0.5088433179430804,-1.169027141417063,0.04048345024491942,KO only
ENSG00000131966.14,ACTR10,0.12215252338339869,0.5088433179430804,0.38607364196497457,0.09440217506342512,Not significant
ENSG00000266947.4,NA,-0.4388288984703177,0.5089615388768896,-0.25469493010847877,0.7540201098953562,Not significant
ENSG00000171311.13,EXOSC1,-0.2096797737903068,0.5089918888843855,-0.6951477130695651,0.10103416255591738,Not significant
ENSG00000169598.17,DFFB,-0.36243629617310585,0.509983327238829,-0.6457257993967784,0.2092224781094961,Not significant
ENSG00000198276.16,UCKL1,0.21288198452089543,0.510366676590747,-0.12812328207290746,0.889343057553172,Not significant
ENSG00000145912.10,NHP2,-0.1852705826509186,0.510822649601851,-0.6349255764291134,0.10529214543446735,Not significant
ENSG00000113407.14,TARS1,-0.10029236315845792,0.5108485758451755,0.02923152184435208,0.9294037237409474,Not significant
ENSG00000167986.15,DDB1,-0.09419669922866868,0.5108485758451755,-0.36948012064343544,0.16652645197570357,Not significant
ENSG00000196074.13,SYCP2,0.43749933664712215,0.5108485758451755,0.08132339662475632,0.9030057012427478,Not significant
ENSG00000279088.3,NA,-0.8692596266639748,0.5114355712222463,-0.08781199956405304,0.9397023975316972,Not significant
ENSG00000290842.2,CROCCP3,0.9518994058614269,0.5121138296834747,-0.35470985459476506,0.694496262343366,Not significant
ENSG00000178498.16,DTX3,-0.2507649323918351,0.5121823360666232,0.25448343866738465,0.7846143923303657,Not significant
ENSG00000138231.14,DBR1,-0.18439325374231835,0.5121823360666232,0.06778574839932575,0.8708830726196808,Not significant
ENSG00000187778.14,MCRS1,-0.1268608325377375,0.51228162967723,-0.35670900556853874,0.51809781006661,Not significant
ENSG00000280789.2,PAGR1,-0.1909741156006717,0.5122937858570474,-0.1502542238527249,0.5906828560101941,Not significant
ENSG00000165782.11,PIP4P1,0.2078954551504603,0.5123890507896675,-0.3100181282382846,0.6277096892704787,Not significant
ENSG00000119777.20,TMEM214,-0.11667034068205284,0.5123890507896675,-0.719538322232411,0.41125091465336966,Not significant
ENSG00000127527.15,EPS15L1,-0.1418760063275864,0.5123890507896675,-1.126736477927298,0.0478926938591863,KO only
ENSG00000205885.9,C1RL-AS1,-0.5328320961638718,0.5123890507896675,0.48433550307058326,0.5263599249136655,Not significant
ENSG00000141985.9,SH3GL1,0.19922742822191017,0.5123890507896675,-0.08019044986793343,0.898547018634793,Not significant
ENSG00000081692.13,JMJD4,-0.27380536049272725,0.5124051380782759,-0.4289271958394865,0.7129444041671477,Not significant
ENSG00000137947.12,GTF2B,-0.14150446358056532,0.512696822665861,-0.02400323080531471,0.9578310472135846,Not significant
ENSG00000070495.15,JMJD6,0.16502555086064832,0.512696822665861,0.594557104954357,0.13236267788562578,Not significant
ENSG00000157483.9,MYO1E,0.1293812178933836,0.5129104167944798,1.5994444901195046,0.01123556070329611,KO only
ENSG00000170293.9,CMTM8,-1.5994307926297826,0.5136438308140469,-0.03795845434809788,0.9578891300860014,Not significant
ENSG00000215421.10,ZNF407,0.19680930028232185,0.5136438308140469,0.00716640505156628,0.9887787819576872,Not significant
ENSG00000204822.7,MRPL53,0.1876993416646492,0.51437909261725,0.06256501601665565,0.9227532146746894,Not significant
ENSG00000143476.18,DTL,-0.1954158075427608,0.5144885495682359,-0.01231836237627694,0.9779608964853398,Not significant
ENSG00000196081.10,ZNF724,0.5122346028266058,0.5147143048363892,0.46861072956977057,0.639571223280658,Not significant
ENSG00000168653.11,NDUFS5,0.1939355163589292,0.5147242375422003,0.14537832976796522,0.5254119016767828,Not significant
ENSG00000104613.12,INTS10,0.13339480058358316,0.5147242375422003,-0.19331328481094265,0.7159461689123094,Not significant
ENSG00000133247.14,KMT5C,-0.6103025675404334,0.514777285015563,0.5495080615327496,0.5222914951786904,Not significant
ENSG00000198455.5,ZXDB,0.22638962219810713,0.5150673932894094,0.06801508611533676,0.9434615155052152,Not significant
ENSG00000217555.13,CKLF,-0.224207157437725,0.5158785906736502,0.02797440570422708,0.9440572686468148,Not significant
ENSG00000147251.16,DOCK11,-0.13939966900689912,0.5163914778762454,-0.1677078675331663,0.5143724662924716,Not significant
ENSG00000071889.17,FAM3A,0.2482161033564502,0.5163914778762454,-0.46909290193872577,0.5559343889416374,Not significant
ENSG00000092203.15,TOX4,-0.10716684673153012,0.5163914778762454,-0.03779919323718238,0.9045821244793996,Not significant
ENSG00000239779.7,WBP1,0.20154257466974085,0.516439186663326,0.5482387618620124,0.3259901220833317,Not significant
ENSG00000204569.10,PPP1R10,-0.10503426907136627,0.516439186663326,0.00994045365501376,0.9774287745636728,Not significant
ENSG00000123636.20,BAZ2B,0.4195335605497462,0.516439186663326,-0.04213656440102308,0.9159649700922804,Not significant
ENSG00000088854.13,DNAAF9,0.3659814200583603,0.5165886295362908,0.214076120000587,0.7640501451523297,Not significant
ENSG00000132780.17,NASP,0.13849756896808896,0.5165886295362908,-0.00436645540232941,0.9893325372597068,Not significant
ENSG00000164291.17,ARSK,-0.43129815957501255,0.5165886295362908,-0.12005190906978212,0.8962512698359522,Not significant
ENSG00000258867.9,HISLA,-1.4152393131330627,0.5165886295362908,0.42377683996612114,0.6544087197857541,Not significant
ENSG00000125877.13,ITPA,0.1591090914243402,0.5165886295362908,-0.8509427336714849,0.01687901668497139,KO only
ENSG00000114346.14,ECT2,-0.160987984633522,0.5165886295362908,0.04176118997731423,0.9227532146746894,Not significant
ENSG00000257298.1,NA,1.1964067422361644,0.5166698980695187,1.0242118942403102,0.27258098817596166,Not significant
ENSG00000234608.10,MAPKAPK5-AS1,-0.28249337685320014,0.5169892025758809,-0.7890494345926611,0.15048635183936032,Not significant
ENSG00000110583.13,NAA40,-0.14675051448220838,0.5169892025758809,0.7802926458283075,0.22003900549705613,Not significant
ENSG00000136518.17,ACTL6A,0.1788293344627178,0.5171989748296688,0.1555381756666423,0.6386716798376407,Not significant
ENSG00000197818.12,SLC9A8,0.14531535003249507,0.5175195255636843,-0.5629188401426594,0.3789910921157675,Not significant
ENSG00000119953.14,SMNDC1,0.16895193443860848,0.5176438277066537,0.03054294309598184,0.9369290853260568,Not significant
ENSG00000100632.11,ERH,-0.14677321125656895,0.5177663393631037,0.06916686692560765,0.7856576456401427,Not significant
ENSG00000294598.1,NA,-0.41424220605468354,0.5177663393631037,-0.4585186286244887,0.00560665279514781,KO only
ENSG00000108094.17,CUL2,-0.12203362595882689,0.5177663393631037,0.03372006873681844,0.9453208657011878,Not significant
ENSG00000290823.2,NA,0.41367310024227344,0.5177663393631037,-0.1043327089643164,0.8976089233842085,Not significant
ENSG00000204560.10,DHX16,-0.14753197504587262,0.5178620355949893,0.06944231015876544,0.911254431599655,Not significant
ENSG00000215012.9,RTL10,-0.1937397559489841,0.5179477169865331,-0.07998488736485128,0.9227532146746894,Not significant
ENSG00000279347.1,NA,1.4518044649989248,0.5180016041323874,-1.2200252357424044,0.22939648188239392,Not significant
ENSG00000133895.19,MEN1,-0.16825595517286743,0.5180547684709838,-0.5186751193837396,0.15928521287174416,Not significant
ENSG00000165304.8,MELK,-0.2009028718805482,0.518119448998309,-0.05100798341934096,0.9175866206794172,Not significant
ENSG00000273841.6,TAF9,-0.14981781138637543,0.5181639830812096,0.18019608728827885,0.6055386879932905,Not significant
ENSG00000170291.17,ELP5,0.15554311742429447,0.518495538462736,0.0771689146971442,0.9185255985276548,Not significant
